name,id,tier,type,description,is_magic,bought,zh,learned_by,monsters_use,buffed_by,mana_cost,gives,pets_use,causes,m1,M2.max,M2.min,turns,ward,hp,strikes,crit,element,cures,cost
Viperseal II,521,10,Magic,Deals massive dragon damage and absorbs a small amount of HP from damage dealt.  Grants Ward for two turns.,1,,龍息之印 II,"[{""id"":81,""name"":""Deity"",""level"":235,""specialization"":false}]",,,180,,,"[""Blight""]",2.2,1,1,1,2,1,1,0,Dragon,,
Viperstrike II,522,10,Attack,Deals massive dragon damage and absorbs a small amount of HP from damage dealt.  Grants Ward for two turns.,,,龍息之擊 II,"[{""id"":81,""name"":""Deity"",""level"":235,""specialization"":false}]",,,180,,,"[""Blight""]",2.2,1,1,1,2,1,1,0,Dragon,,
Sacreseal II,523,10,Magic,Deals massive holy damage and absorbs a small amount of HP from damage dealt.  Grants Ward for two turns.,1,,神聖之印 II,"[{""id"":81,""name"":""Deity"",""level"":235,""specialization"":false}]","[461,374]",,180,,[84],"[""Blind""]",2.2,1,1,1,2,1,1,0,Holy,,
Sacrestrike II,524,10,Attack,Deals massive holy damage and absorbs a small amount of HP from damage dealt.  Grants Ward for two turns.,,,神聖之擊,"[{""id"":81,""name"":""Deity"",""level"":235,""specialization"":false}]","[390,374]",,180,,[84],"[""Blind""]",2.2,1,1,1,2,1,1,0,Holy,,
Gloomseal II,525,10,Magic,Deals massive dark damage and absorbs a small amount of HP from damage dealt.  Grants Ward for two turns.,1,,黯無之印 II,"[{""id"":81,""name"":""Deity"",""level"":235,""specialization"":false}]",[415],,180,,[88],"[""Asleep""]",2.2,1,1,1,2,1,1,0,Dark,,
Gloomstrike II,526,10,Attack,Deals massive dark damage and absorbs a small amount of HP from damage dealt.  Grants Ward for two turns.,,,黯無之擊 II,"[{""id"":81,""name"":""Deity"",""level"":235,""specialization"":false}]","[415,390]",,180,,[88],"[""Asleep""]",2.2,1,1,1,2,1,1,0,Dark,,
Lostseal II,527,10,Magic,Deals massive arcane damage and absorbs a small amount of HP from damage dealt.  Grants Ward for two turns.,1,,遺落之印 II,"[{""id"":81,""name"":""Deity"",""level"":235,""specialization"":false}]",,,180,,,"[""Burning"",""Frozen"",""Paralyzed"",""Rot""]",2.2,1,1,1,2,1,1,0,Arcane,,
Loststrike II,528,10,Attack,Deals massive arcane damage and absorbs a small amount of HP from damage dealt.  Grants Ward for two turns.,,,遺落之擊 II,"[{""id"":81,""name"":""Deity"",""level"":235,""specialization"":false}]",,,180,,,"[""Burning"",""Frozen"",""Paralyzed"",""Rot""]",2.2,1,1,1,2,1,1,0,Arcane,,
Spiked Shield II,529,10,Attack,"Attack with a barbed shield, converting 20% of your available ward to raw damage",,,荊棘盾擊 II,"[{""id"":78,""name"":""Gilgamesh"",""level"":230,""specialization"":false}]",,,120,,,,1,1,1,1,,,1,0.05,,,
Ultima,530,10,Multi-round Magic,"Deal mixed damage of all elements, deals extra damage to those weak against any element.  Requires 2 turns in battle.",1,,究極魔法,"[{""id"":81,""name"":""Deity"",""level"":245,""specialization"":false}]",[422],,360,,[97],,4,1,1,2,,,1,0.25,,,
Ultima II,531,10,Multi-round Magic,"Deal mixed damage of all elements, deals extra damage to those weak against any element.  Requires 3 turns in battle.",1,,究極魔法 II,"[{""id"":81,""name"":""Deity"",""level"":250,""specialization"":false}]",[422],,400,,,,6,1,1,3,,,1,0.25,,,
Diffuse Ward II,532,10,Ward,Convert 50% of your available Ward to HP and mana. Requires 2 turns in battle.,,,佈防 II,"[{""id"":78,""name"":""Gilgamesh"",""level"":230,""specialization"":false}]",,,120,,,,,,,,,,,,,,
Demigod,533,10,Passive,You become more powerful as your HP and mana decrease in battle.,,,半神型態,"[{""id"":81,""name"":""Deity"",""level"":225,""specialization"":false}]",,,,,,,,,,,,,,,,,
Unstable Omnimancy,534,10,Passive,"You have abanadoned the traditions of the elements.  For every turn in battle, you may be resistant, weak, or immune to some elements.",,,不穩定的元素融合,"[{""id"":81,""name"":""Deity"",""level"":225,""specialization"":false}]",,,,,,,,,,,,,,,,,
Diffuse Ward III,535,10,Ward,Convert all of your available ward to HP and mana. Requires 4 turns in battle.,1,,佈防 III,"[{""id"":78,""name"":""Gilgamesh"",""level"":235,""specialization"":false}]",,,120,,,,,,,,,,,,,,
Spiked Shield III,536,10,Attack,"Attack with a barbed shield, converting 30% of your available ward to raw damage",,,荊棘盾擊 III,"[{""id"":78,""name"":""Gilgamesh"",""level"":240,""specialization"":false}]",,,160,,,,1,1,1,1,,,1,0.05,,,
Verse,537,10,Magic,Deals moderate non-elemental damage with the potential to hinder an opponent's defenses.  Total damage is determined by both your attack and magic stats.,1,,龍韻,"[{""id"":80,""name"":""Beowulf"",""level"":225,""specialization"":false}]",[469],,100,,,,1.6,1,1,1,,,1,0,,,
Beaststrikes,538,10,Attack,"Swiftly attack thrice with the might of beasts, with a greater chance of dealing critical damage.  Total damage is determined by both your attack and magic stats.",,,猛獸連擊,"[{""id"":80,""name"":""Beowulf"",""level"":225,""specialization"":false}]","[450,437,433]",,80,,[101],"[""Blight""]",1,0.5,1.1,1,,,3,0.15,,,
Gait of Kára,539,10,Buff,A battle stance favored by a Valkyrie of Life.  Taking this stance in battle will further increase your physical defenses at the expense of magic power and resistance.,,,卡拉態勢,"[{""id"":80,""name"":""Beowulf"",""level"":225,""specialization"":false}]",[437],,100,,,,,,,,,,,,,,
Gait of Eir,540,10,Buff,A battle stance favored by a Valkyrie of Life.  Take this stance in battle will further increase your magical resistance at the expense of physical power and defenses.,,,埃爾態勢,"[{""id"":80,""name"":""Beowulf"",""level"":225,""specialization"":false}]",[437],,100,,,,,,,,,,,,,,
Verse II,541,10,Magic,Deals great non-elemental damage with the potential to hinder an opponent's defenses.  Total damage is determined by both your attack and magic stats.,1,,龍韻 II,"[{""id"":80,""name"":""Beowulf"",""level"":230,""specialization"":false}]",,,160,,,,2,1,1,1,,,1,0,,,
Gait of Gunnr,542,10,Buff,A battle stance favored by a Valkyrie of War.  Take this stance in battle will further increase your attack power at the expense of magical power and resistance.,,,古娜態勢,"[{""id"":80,""name"":""Beowulf"",""level"":230,""specialization"":false}]",,,100,,,,,,,,,,,,,,
Gait of Snotra,543,10,Buff,A battle stance favored by a Valkyrie of Wisdom.  Take this stance in battle will further increase your magic power at the expense of physical power and defenses.,,,斯洛特拉態勢,"[{""id"":80,""name"":""Beowulf"",""level"":230,""specialization"":false}]",,,100,,,,,,,,,,,,,,
Verse III,544,10,Magic,Deals great non-elemental damage with the potential to hinder an opponent's defenses.  Total damage is determined by both your attack and magic stats.,1,,龍韻 III,"[{""id"":80,""name"":""Beowulf"",""level"":240,""specialization"":false}]",[437],,240,,,,2.4,1,1,1,,,1,0,,,
Valhallan Dissonance,545,10,Passive,"Your follower is slightly stronger and may attack more often, it will also become more powerful as your HP decreases in battle.",,,瓦爾哈蘭的矛盾,"[{""id"":80,""name"":""Beowulf"",""level"":225,""specialization"":false}]",,,,,,,,,,,,,,,,,
Hybrid Monster II,546,10,Passive,"You are one with great dragons.  Your attack stat slightly increases your magic, while magic increases attack.",,,混血魔物II,"[{""id"":80,""name"":""Beowulf"",""level"":225,""specialization"":false}]",,,,,,,,,,,,,,,,,
Magic Sword II,547,6,Magic,Attack with a sharp sword made of magic which may lower an opponent's magic defense. Damage is based off one's magic stat rather than attack.,1,,魔法劍 II,"[{""id"":31,""name"":""Battlemage"",""level"":125,""specialization"":false}]","[121,442]",,40,,[122],"[""Res ↓""]",1.2,1,1,1,,,1,0.05,Physical,,
Magic Hammer II,548,6,Magic,Attack with a blunt hammer made of magic which may lower an opponent's defense. Damage is based on one's magic stat rather than attack.,1,,魔法錘 II,"[{""id"":31,""name"":""Battlemage"",""level"":125,""specialization"":false}]","[121,442]",,40,,[122],"[""Def ↓""]",1.2,1,1,1,,,1,0.05,Physical,,
Magic Strikes II,549,6,Magic,"Swiftly attack thrice, dealing up to triple damage. Damage is based on one's magic stat rather than attack.",1,,魔法連擊 II,"[{""id"":31,""name"":""Battlemage"",""level"":140,""specialization"":false}]",[121],,50,,,,1,0.75,1.25,1,,,3,0,Physical,,
Magic Dagger II,550,6,Magic,Attack with a sharp dagger made of magic which may cause an opponent to bleed. Damage is based on one's magic stat rather than attack.,1,,魔法匕首 II,"[{""id"":32,""name"":""Grand Mystic"",""level"":125,""specialization"":false}]",[121],,40,,[122],"[""Bleeding""]",1.2,1,1,1,,,1,0.05,Physical,,
Magic Arrow II,551,6,Magic,Attack with a steady arrow made of magic which may lower an opponent's attack. Damage is based on one's magic stat rather than attack.,1,,魔法箭 II,"[{""id"":32,""name"":""Grand Mystic"",""level"":125,""specialization"":false}]",[121],,40,,[122],"[""Att ↓""]",1.2,1,1,1,,,1,0.05,,,
Magic Sword III,552,9,Magic,Attack with a sharp sword made of magic which may lower an opponent's magic defense. Damage is based off one's magic stat rather than attack.,1,,魔法劍 III,"[{""id"":65,""name"":""Omnimancer"",""level"":200,""specialization"":false}]",,,80,,,"[""Res ↓""]",1.4,1,1,1,,,1,0.05,Physical,,
Magic Hammer III,553,9,Magic,Attack with a blunt hammer made of magic which may lower an opponent's defense. Damage is based on one's magic stat rather than attack.,1,,魔法錘 III,"[{""id"":65,""name"":""Omnimancer"",""level"":200,""specialization"":false}]",[487],,80,,,"[""Def ↓""]",1.4,1,1,1,,,1,0.05,Physical,,
Magic Dagger III,554,9,Magic,Attack with a sharp dagger made of magic which may cause an opponent to bleed. Damage is based on one's magic stat rather than attack.,1,,魔法匕首 III,"[{""id"":65,""name"":""Omnimancer"",""level"":210,""specialization"":false}]",,,80,,,"[""Bleeding""]",1.4,1,1,1,,,1,0.05,Physical,,
Magic Arrow III,555,9,Magic,Attack with a steady arrow made of magic which may lower an opponent's attack. Damage is based on one's magic stat rather than attack.,1,,魔法箭 III,"[{""id"":65,""name"":""Omnimancer"",""level"":80,""specialization"":false}]",,,80,,,"[""Att ↓""]",1.4,1,1,1,,,1,0.05,,,
Magic Strikes III,556,9,Magic,"Swiftly attack thrice, dealing up to triple damage. Damage is based on one's magic stat rather than attack.",1,,魔法連擊 III,"[{""id"":65,""name"":""Omnimancer"",""level"":225,""specialization"":false}]",[487],,90,,,,1,0.9,1.3,1,,,3,0,Physical,,
School of Avalon,557,9,Passive,Your stats increase as you defeat magical enemies that practice the elements.,1,,阿瓦隆學院,"[{""id"":65,""name"":""Omnimancer"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Transference III,558,10,Magic,Deals non-elemental magic damage and recovers Ward. (Recovers 15% Ward),1,1,轉移 III,,,,220,,,,2.5,1,1,1,,,1,0,,,2400000000
Transference,559,6,Magic,Deals non-elemental magic damage and recovers Ward. (Recovers 10% Ward),1,1,轉移,,,,110,,,,1.5,1,1,1,,,1,0,,,75000
Transference II,560,8,Magic,Deals non-elemental magic damage and recovers Ward. (Recovers 15% Ward),1,1,轉移 II,,,,150,,,,2,1,1,1,,,1,0,,,500000
Fey Tremor,561,4,Magic,Deals earthen damage with a chance to deal critical damage.,1,1,變異地顫術,,"[386,494]",,60,,"[96,102]",,1,1,1,1,,,1,0.1,Earthen,,20000
Fey Frost,562,4,Magic,Deals ice damage with a chance to deal critical damage.,1,1,變異冰凍術,,"[386,494]",,60,,"[96,102,95]",,1,1,1,1,,,1,0.1,Water,,20000
Fey Flame II,563,6,Magic,Deals moderate fire damage with a chance to deal critical damage.,1,1,變異火焰術 II,,"[420,424]",,80,,[99],,1.2,1,1,1,,,1,0.1,Fire,,120000
Fey Frost II,564,6,Magic,Deals moderate ice damage with a chance to deal critical damage.,1,1,變異冰凍術 II,,"[420,449,424]",,80,,[99],,1.2,1,1,1,,,1,0.1,Water,,120000
Fey Spark II,565,6,Magic,Deals moderate lightning damage with a chance to deal critical damage.,1,1,變異星火術 II,,"[420,424]",,80,,[99],,1.2,1,1,1,,,1,0.1,Lightning,,120000
Fey Tremor II,566,6,Magic,Deals moderate earthen damage with a chance to deal critical damage.,1,1,變異地顫術 II,,"[420,424]",,80,,[99],,1.2,1,1,1,,,1,0.1,Earthen,,120000
Flash,567,1,Magic,"Cast a bright light, blinding an opponent.",1,1,閃光彈,,,,25,,"[77,118]",,,,,,,,,,,,2000
Trample,568,1,Attack,-,,,踐踏,,"[391,367,390]",,,,"[85,86,120,88,116,84]",,,,,,,,,,,,
Bind,569,1,Attack,-,,,致盲,,"[385,387,371]",,5,,,,,,,,,,,,Physical,,
Great Fireball,570,7,Multi-round Magic,-,1,,大火球,,"[411,399,408,405]",,,,,"[""Burning"",""Blight""]",,,,,,,,,,,
World's End,571,7,Multi-round Attack,The ultimate attack of the Four Horsemen. Requires 3 turns in battle.,,,世界終焉,,"[400,402,406,401]",,5,,,"[""T. Def ↓↓"",""T. Att ↓↓"",""T. Mag ↓↓"",""T. Res ↓↓""]",,,,,,,,,,,
Great Collapse,572,9,Multi-round Attack,The ultimate attack of Fey Yeti.,,,大雪崩,,"[445,404,438,442]",,,,,,,,,,,,,,,,
Phoenix's Rise,573,10,Multi-round Attack,-,,,鳳翼天翔,,"[356,427,403]",,5,,,"[""Blind"",""Def ↓↓"",""Res ↓↓""]",,,,,,,,,,,
Cursed Glare,574,6,Multi-round Magic,-,1,,詛咒目光,,[407],,,,,"[""Blind"",""Cursed""]",,,,,,,,,,,
Shield Bash,575,5,Attack,"Attack with your shield, converting 10 percent of your available Ward to raw damage.",,,盾擊,"[{""id"":70,""name"":""Pikeman"",""level"":100,""specialization"":true},{""id"":73,""name"":""Warden"",""level"":150,""specialization"":true}]",,,10,,,,,,,,,,,,,,
Great Meditation II,576,9,Buff,Immensely boosts magic power for a limited time while potentially lowering an opponent's resistance. Requires 3 turns in battle.,1,,崇高冥想 II,"[{""id"":50,""name"":""Maji"",""level"":200,""specialization"":true}]",,,180,"[""T. Mag ↑↑↑""]",,"[""T. Res ↓↓""]",,,,,,,,,,,
Last Breath,577,9,Passive,Your stats increase when close to falling in battle.,,,奮力求生,"[{""id"":72,""name"":""Assassin"",""level"":1,""specialization"":true}]",,,,,,,,,,,,,,,,,
Lull II,578,9,Passive,"Your poems and ballads may enamor an opponent, causing them to lull away their turns in battle.",,,催眠曲 II,"[{""id"":53,""name"":""Charmer"",""level"":1,""specialization"":true}]",,,,,,"[""Lulled""]",,,,,,,,,,,
Depletion,579,9,Passive,Your spells deal more damage when mana has nearly diminished.,,,魔力耗竭,"[{""id"":50,""name"":""Maji"",""level"":1,""specialization"":true}]",,,,,,,,,,,,,,,,,
Lull,580,7,Passive,"Your poems and ballads may enamor an opponent, causing them to lull away their turns in battle.",,,催眠曲,"[{""id"":41,""name"":""Bard"",""level"":1,""specialization"":true}]",,,,,,"[""Lulled""]",,,,,,,,,,,
Wyvern Speed III,581,10,Buff,"Move like a dragon, improving dex, attack, and magic power.",1,,飛龍之速 III,,"[492,419,417]",,1,"[""Att ↑"",""Mag ↑"",""Dex ↑""]",[115],,,,,,,,,,,,
Weapon Swap,582,5,Other,"When dual wielding, swaps your primary weapon and off-hand. Requires 2 turns in battle.",1,,切換武裝,"[{""id"":82,""name"":""Duelist"",""level"":100,""specialization"":true},{""id"":84,""name"":""Sequencer"",""level"":200,""specialization"":true}]",,,20,,,,,,,,,,,,,,
Doublecut / Swap,583,5,Attack,"Swiftly attack twice, then swap your primary weapon and off-hand. Requires 2 turns in battle.",,,雙連擊 / 換手,"[{""id"":82,""name"":""Duelist"",""level"":110,""specialization"":true}]",,,22,,,,,,,,,,,,,,
Tricut / Swap,584,5,Attack,"Swiftly attack thrice, then swap your primary and off-hand. Requires 2 turns in battle.",,,三連擊 / 換手,"[{""id"":82,""name"":""Duelist"",""level"":125,""specialization"":true}]",,,37,,,,,,,,,,,,,,
The Duelist,585,5,Passive,You are very skilled without a shield. Deal extra damage while dual-wielding weapons.,,,決鬥者,"[{""id"":82,""name"":""Duelist"",""level"":1,""specialization"":true}]",,,,,,,,,,,,,,,,,
The Seeker,586,5,Passive,You always know where to go. You have increased view distance.,,,探索者,"[{""id"":83,""name"":""Seeker"",""level"":1,""specialization"":true}]",,,,,,,,,,,,,,,,,
Quickcast,587,9,Passive,"When wielding two staves, spells that require multiple turns to cast may require 1 less.",,,快速詠唱,"[{""id"":84,""name"":""Sequencer"",""level"":1,""specialization"":true}]",,,,,,,,,,,,,,,,,
Valhallan Protection,588,10,Passive,Any follower has the chance to protect you in battle.,1,,瓦爾哈蘭的祝福,"[{""id"":80,""name"":""Beowulf"",""level"":1,""specialization"":false}]","[469,437]",,,,,,,,,,,,,,,,
Saboteur II,589,10,Passive,Your attacks deal extra damage to opponent Ward and may decrease their defenses.,1,,破壞王 II,"[{""id"":79,""name"":""Realmshifter"",""level"":225,""specialization"":false}]",[434],,,,,"[""T. Def ↓"",""T. Def ↓↓""]",,,,,,,,,,,
Lusus Naturae III,590,10,Magic,Deal magic damage with the might of beasts and acquire Ward for 1 turn. Total damage is determined by both your attack and magic stats.,1,,災禍之力 III,,[433],,5,,[108],,2.4,1,1,1,1,,1,0,Dragon,,
Earth Alignment,591,8,Buff,"Aligns you to the element of Earth. You will be immune to earth, weak to fire and deal 50% increased earthen damage. Permanent until overwritten by other alignments.",,,地能附體,,"[275,428]",,,,[109],,,,,,,,,,,,
Lightning Alignment,592,8,Buff,"Aligns you to the element of Lightning . You will be immune to lightning, weak to earth and deal 50% increased lightning damage. Permanent until overwritten by other alignments.",,,雷光附體,,"[275,428]",,,,[109],,,,,,,,,,,,
Fire Alignment,593,8,Buff,"Aligns you to the element of Fire. You will be immune to fire, weak to water and deal 50% increased fire damage. Permanent until overwritten by other alignments.",,,火焰附體,,"[275,428]",,,,[109],,,,,,,,,,,,
Ice Alignment,594,8,Buff,"Aligns you to the element of Water . You will be immune to water, weak to lightning and deal 50% increased water damage. Permanent until overwritten by other alignments.",,,寒冰附體,,"[275,428]",,,,[109],,,,,,,,,,,,
Wolven Strikes,595,8,Multi-round Attack,The Ultimate attack of Kerberos. Rapidly strikes 4 times and requires 2 turns in battle.,,,惡狼連擊,,"[275,428]",,,,,"[""Bleeding"",""Stunned""]",,,,,,,,,,,
Decay,596,2,Debuff,Causes an opponent to rot.,1,,衰弱,"[{""id"":17,""name"":""Legionnaire"",""level"":20,""specialization"":false},{""id"":37,""name"":""Gaia"",""level"":175,""specialization"":false}]",[451],,20,,[119],"[""Rot""]",,,,,,,,,Earthen,,
Bastion,597,1,Ward,Grants temporary defenses and grants Ward for 3 turns.,,,堡壘,,,,,,,,,,,,,,,,,,
Mana Burn,598,5,Multi-round Magic,Converts half of your available mana into damage against an opponent.,1,,魔力燃燒,,,,,,,,,,,,,,,,,,
Read Scroll,599,1,Healing,Slightly restores mana. (5% of max mana),1,,閱卷,,,,,,,,,,,,,,,,,,
Volley,600,1,Attack,"Deals damage thrice, grants 2 turns of Ward, and may temporarily increase dexterity.",,,齊射,,,,,,,,1,0.3,0.6,1,2,,3,0,,,
Mana Burn II,601,8,Multi-round Magic,Converts most of your available mana into damage against an opponent. (Burns 70% of your current mana),1,,魔力燃燒 II,,,,,,,,,,,,,,,,,,
Parry,602,1,Multi-round Attack,"Wait one turn, then return twice the amount of damage taken while waiting.",,,擋格,,"[441,469,439]",,,,,,,,,,,,,,,,
Break,603,6,Multi-round Magic,"Temporarily lowers attack, magic, defense, resistance and dexterity. Takes 2 turns in battle.",1,,破滅魔法,,"[277,432,431]",,,,"[114,112,113]","[""T. All ↓""]",,,,,,,,,,,
Defend (Physical),604,6,Buff,"The user shifts their stance, greatly increasing their defense.",,,,,"[277,432,431]",,,,,,,,,,,,,,,,
Defend (Magical),605,6,Buff,"The user shifts their stance, greatly increasing their resistance.",,,,,"[277,432,431]",,,,,,,,,,,,,,,,
Doublecast,606,9,Passive,Spells cast when wielding two staves may be cast twice.,1,,雙重詠唱,"[{""id"":84,""name"":""Sequencer"",""level"":1,""specialization"":true}]",,,,,,,,,,,,,,,,,
Coup de Grace II,607,10,Multi-round Attack,Perform the perfect strike at the perfect time. This attack never misses but requires 3 turns in battle.,,,人道毀滅 II,,"[444,441,443,412,439]",,,,,,,,,,,,,,,,
Volley II,608,5,Attack,"Deal damage thrice, grants 2 turns of Ward, and may temporarily increase dexterity.",,,齊射 II,,,,,"[""T. Dex ↑""]",,,1,0.55,1.1,1,2,,3,0,,,
Volley III,609,10,Attack,"Deal damage thrice, grants 3 turns of Ward, and may temporarily increase dexterity.",,,齊射 III,,,,,"[""T. Dex ↑""]",,,1,0.8,1.6,1,3,,3,0,,,
High Tenacity,610,10,Passive,Damage taken from some self-inflicted status effects will not fully deplete your HP.,,,根性,"[{""id"":79,""name"":""Realmshifter"",""level"":225,""specialization"":false}]",,,,,,,,,,,,,,,,,
Lay Spikes,611,10,Buff,"Lay spikes around your opponent, potentially greatly increasing damage and the chance for a critical strike.",,,利器鋪設,,,,,,,,,,,,,,,,,,
Impale,612,10,Attack,"Attack with your weapon extended, dealing moderate damage but mitigating damage from your opponent's next attack.",,,尖刺酷刑,,"[471,474,475,476]",,,,[128],,,,,,,,,,Arcane,,
Upward Strike II,613,10,Attack,"Attack with both hands gripped tightly, dealing paltry to immense damage.  Requires 2 turns in battle.",,,豬突猛進 II,,,,,,,,,,,,,,,,,,
Bastion III,614,10,Ward,Grants temporary defenses and grants Ward for 5 turns.,1,,堡壘 III,,,,,,,,,,,,,,,,,,
Speed III,615,7,Buff,Temporarily greatly improves one's dexterity.,,,加速術 III,,"[444,443]",,,"[""T.Dex ↑↑↑""]",[121],,,,,,,,,,,,
Ragnarok,616,5,Multi-round Attack,Cleanses debuffs.,,,諸神黃昏,,"[444,411,443,412]",,,,,,,,,,,,,,,,
Tree of Demise,617,7,Buff,-,,,絕命之樹,,"[445,442]",,,,,,,,,,,,,,,,
Tree of Life,618,7,Buff,-,,,生命之樹,,"[445,442]",,,,,,,,,,,,,,,,
Lyon's Mark,619,6,Debuff,-,,,里昂的標記,,"[449,448,446,447]",,,,[122],"[""Lyon's Mark""]",,,,,,,,,,,
Lyon's Execution,620,6,Attack,-,,,里昂的處決,,"[449,448,446,447]",,5,,[122],,,,,,,,,,,,
Brilliant Lights,621,6,Magic,Unstable elementless magic that can blind an opponent while dealing damage thrice.,1,,輝煌之光,,[449],,1,,,,,,,,,,,,,,
Fright,622,6,Debuff,Frighten an opponent. Stunning it and potentially blinding or lulling it with fear.,1,,震懾,,,,,,"[124,123,125]","[""Blind"",""Stunned"",""Lulled""]",,,,,,,,,,,
Wildfire III,623,9,Attack,Deals fire damage to all opponents in battle.,1,,野火 III,,"[446,461]",,200,,,,,,,,,,,,Fire,,
Winter Wind III,624,9,AoE Magic,Deals ice damage to all opponents in battle.,1,,冬風 III,,"[467,468,446]",,200,,,,,,,,,,,,Water,,
Chain Lightning III,625,9,AoE Magic,Deals lightning damage to all opponents in battle.,1,,連鎖閃電 III,,,,200,,,,,,,,,,,,Lightning,,
Natura III,626,9,AoE Magic,Deals earthen damage to all opponents in battle.,1,,天然魔法 III,,,,200,,,,,,,,,,,,Earthen,,
Bastion II,627,6,Ward,Grants temporary defenses and grants Ward for 4 turns.,,,堡壘 II,,,,,,,,,,,,,,,,,,
Winter Wind II,628,7,AoE Magic,Deals ice damage to all opponents in battle.,1,,冬風 II,"[{""id"":45,""name"":""Magus"",""level"":150,""specialization"":true}]",,,100,,[129],"[""Frozen""]",,,,,,,,,Water,,
Wildfire II,629,8,Magic,Deals fire damage to all opponents in battle.,1,,野火 II,"[{""id"":45,""name"":""Magus"",""level"":150,""specialization"":true}]",,,100,,,"[""Burning""]",,,,,,,,,Fire,,
Chain Lightning II,630,7,AoE Magic,Deals lightning damage to all opponents in battle.,1,,連鎖閃電 II,"[{""id"":45,""name"":""Magus"",""level"":150,""specialization"":true}]",,,100,,,"[""Paralyzed""]",,,,,,,,,Lightning,,
Natura II,631,7,AoE Magic,Deals earthen damage to all opponents in battle.,1,,天然魔法 II,"[{""id"":45,""name"":""Magus"",""level"":150,""specialization"":true}]",,,100,,,"[""Rot""]",,,,,,,,,Earthen,,
Wildfire,632,5,Magic,Deals fire damage to all opponents in battle.,1,,野火,"[{""id"":28,""name"":""Scholar"",""level"":110,""specialization"":true}]",,,70,,,"[""Burning""]",,,,,,,,,Fire,,
Winter Wind,633,5,AoE Magic,Deals ice damage to all opponents in battle.,1,,冬風,"[{""id"":28,""name"":""Scholar"",""level"":110,""specialization"":true}]","[490,463]",,70,,,"[""Frozen""]",,,,,,,,,Water,,
Chain Lightning,634,5,AoE Magic,Deals lightning damage to all opponents in battle.,1,,連鎖閃電,"[{""id"":28,""name"":""Scholar"",""level"":110,""specialization"":true}]",,,70,,,"[""Paralyzed""]",,,,,,,,,Lightning,,
Natura,635,5,AoE Magic,Deals earthen damage to all opponents in battle.,1,,天然魔法,"[{""id"":28,""name"":""Scholar"",""level"":110,""specialization"":true}]",,,70,,,"[""Rot""]",,,,,,,,,Earthen,,
Haste,636,9,Buff,Temporarily increases a party member's foresight.,1,,急速,"[{""id"":87,""name"":""Time Mage"",""level"":150,""specialization"":true},{""id"":85,""name"":""Chronomancer"",""level"":200,""specialization"":true}]",,,40,"[""Foresight ↑""]",,,,,,,,,,,,,
Slow,637,9,Debuff,Temporarily decreases the foresight of an opponent.,1,,減速,"[{""id"":87,""name"":""Time Mage"",""level"":150,""specialization"":true},{""id"":85,""name"":""Chronomancer"",""level"":200,""specialization"":true}]",,,40,,,"[""Foresight ↓""]",,,,,,,,,,,
Lacuna II,638,9,Magic,Deals non-elemental magic damage and may suspend an enemy in time.,1,,時空間隙 II,"[{""id"":85,""name"":""Chronomancer"",""level"":200,""specialization"":true}]",,,80,,,"[""Stasis""]",,,,,,,,,,,
Lacunus II,639,9,AoE Magic,Deals non-elemental magic damage to all enemies and may suspend an enemy in time.,1,,時空斷裂 II,"[{""id"":85,""name"":""Chronomancer"",""level"":220,""specialization"":true}]",,,240,,,"[""Stasis""]",,,,,,,,,,,
Haste+,640,10,AoE Buff,Temporarily increases all party member's foresight.,1,,急速+,"[{""id"":85,""name"":""Chronomancer"",""level"":225,""specialization"":true}]",,,200,"[""Foresight ↑""]",,,,,,,,,,,,,
Slow+,641,10,AoE Debuff,Temporarily decreases the foresight of all opponents.,1,,減速+,"[{""id"":85,""name"":""Chronomancer"",""level"":225,""specialization"":true}]","[462,468]",,200,,,"[""Foresight ↓""]",,,,,,,,,,,
