name,id,description,type,tier,boss,arena,image,equipped_by,name_zh,stats.attack.base,materials,dropped_by,cures,quests,gives,stats.magic.base,causes,stats.defense.base,stats.ward.base,element,view_distance,stats.dexterity.base,stats.mana.base,stats.crit.base,stats.resistance.base,stats.hp.base,prevents
High Draconian Cowl,416,A cowl of a Draconian rogue.,Head,6,false,false,armor/draco_hood.png,"[{""id"":3,""name"":""Thief""}]",高等德肯尼亞族風帽,---,"[{""id"":254,""name"":""Draconite""}]","[{""id"":121,""name"":""High Draconian Mystic""}]",---,---,---,---,---,90,---,---,---,15,---,---,15,---,---
High Draconian Hood,417,A hood of a Draconian mage,Head,6,false,false,armor/draco_hood.png,"[{""id"":2,""name"":""Mage""}]",高等德肯尼亞族兜帽,---,"[{""id"":254,""name"":""Draconite""}]","[{""id"":199,""name"":""High Draconian Mage""}]",---,---,---,---,---,20,---,---,---,---,---,---,82,---,---
Crystal Halberd,418,A crystalline polearm carried by the most enlightened of travelers. It is well suited for adornment.,Weapon,7,false,false,weapons/crystal_halberd.png,"[{""id"":1,""name"":""Warrior""}]",水晶戟,92,"[{""id"":273,""name"":""Runestone""}]","[{""id"":202,""name"":""Enlightened Guardian""}]",---,---,---,80,---,---,---,---,---,---,---,---,---,---,---
High Fomorian Sword,419,A sword of a Fomorian warrior.,Weapon,7,false,false,weapons/draco_sword.png,"[{""id"":1,""name"":""Warrior""}]",高等弗摩爾族之劍,160,"[{""id"":266,""name"":""Mythril""},{""id"":283,""name"":""Wood""}]","[{""id"":204,""name"":""High Fomorian""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
High Fomorian Staff,420,A staff of a Fomorian mage.,Weapon,7,false,false,weapons/draco_archistaff.png,"[{""id"":2,""name"":""Mage""}]",高級弗摩爾族法杖,10,"[{""id"":266,""name"":""Mythril""},{""id"":283,""name"":""Wood""}]","[{""id"":205,""name"":""High Fomorian Mage""}]",---,---,---,155,---,---,---,---,---,---,---,---,---,---,---
Orichalcum Helmet,421,A helmet made of solid orichalcum.,Head,8,false,false,armor/orichalcum_helm.png,"[{""id"":1,""name"":""Warrior""}]",奧利哈鋼頭盔,---,"[{""id"":424,""name"":""Orichalcum""}]","[{""id"":238,""name"":""Orichalcum Golem""},{""id"":206,""name"":""Orichalcum Knight""}]",---,---,---,-25,---,192,---,---,---,---,---,---,22,---,---
Orichalcum Armor,422,Armor made of solid orichalcum.,Armor,8,false,false,armor/orichalcum_armor.png,"[{""id"":1,""name"":""Warrior""}]",奧利哈鋼盔甲,---,"[{""id"":424,""name"":""Orichalcum""}]","[{""id"":238,""name"":""Orichalcum Golem""},{""id"":206,""name"":""Orichalcum Knight""}]",---,---,---,-25,---,192,---,---,---,---,---,---,22,---,---
Orichalcum Leggings,423,Leg armor made of solid orichalcum.,Legs,8,false,false,armor/orichalcum_leggings.png,"[{""id"":1,""name"":""Warrior""}]",奧利哈鋼腿甲,---,"[{""id"":424,""name"":""Orichalcum""}]","[{""id"":238,""name"":""Orichalcum Golem""},{""id"":206,""name"":""Orichalcum Knight""}]",---,---,---,-25,---,192,---,---,---,---,---,---,22,---,---
Orichalcum,424,A solid chunk of orichalcum. Useful in upgrading hardened equipment.,Material,8,false,false,materials/orichalcum.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",奧利哈鋼,---,"[{""id"":422,""name"":""Orichalcum Armor""},{""id"":421,""name"":""Orichalcum Helmet""},{""id"":423,""name"":""Orichalcum Leggings""}]","[{""id"":238,""name"":""Orichalcum Golem""},{""id"":206,""name"":""Orichalcum Knight""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Fomor Staff,425,"A mystical staff of an elite Fomorian mage. Those who wield it cannot be burned, frozen, or paralyzed.",Weapon,4,true,false,weapons/draco_archistaff.png,"[{""id"":2,""name"":""Mage""}]",弗摩爾法杖,---,"[{""id"":266,""name"":""Mythril""},{""id"":283,""name"":""Wood""}]","[{""id"":207,""name"":""Fomor""}]",---,---,---,90,---,---,---,---,---,---,---,---,15,---,"[""Burning"",""Frozen"",""Paralyzed""]"
Spirit of the Wood,426,Ceremonial sword of a great woodland elf. It may poison an opponent.,Weapon,6,true,false,weapons/wooden_sword.png,"[{""id"":3,""name"":""Thief""}]",木之靈,140,"[{""id"":256,""name"":""Earthstone""},{""id"":266,""name"":""Mythril""},{""id"":275,""name"":""Silver""},{""id"":283,""name"":""Wood""}]","[{""id"":216,""name"":""Woodland Lord""}]",---,---,---,65,"[""Poisoned"",""Rot""]",---,---,Earthen,---,10,---,---,---,---,---
Gargouille's Dagger,427,"A dagger, once a fixture upon a noble statue. It has a small chance of petrifying an opponent.",Weapon,4,true,false,weapons/stone_dagger.png,"[{""id"":3,""name"":""Thief""}]",石像鬼的匕首,98,"[{""id"":250,""name"":""Broken Statue""}]","[{""id"":209,""name"":""Gargouille""}]",---,---,---,---,"[""Petrified""]",---,---,---,---,10,---,---,---,---,---
Dune Blade,428,A rare scimitar of the sands. Slightly increases gold earned.,Weapon,5,true,false,weapons/sandstorm.png,"[{""id"":3,""name"":""Thief""}]",沙丘之刃,110,"[{""id"":360,""name"":""Sandstone""}]","[{""id"":208,""name"":""Balor Worm""}]",---,---,---,---,---,---,---,---,---,10,---,---,---,---,---
Axe of Typhon,429,"A powerful axe forged of the remains of Typhon, the great ancient dragon.",Weapon,7,true,false,weapons/axe_of_typhon.png,"[{""id"":1,""name"":""Warrior""}]",堤豐的斧,180,"[{""id"":272,""name"":""Red Draconite""}]","[{""id"":212,""name"":""Typhon""}]",---,---,---,---,"[""Blight""]",-10,---,Dragon,---,---,---,---,-10,---,---
Dokkalfar Gada,430,"A huge mace, favoured by esteemed Dokkalfar warriors. Has a very high chance of stunning an opponent.",Weapon,8,true,false,weapons/dokkalfar_mace.png,"[{""id"":1,""name"":""Warrior""}]",暗之精靈金剛杵,198,"[{""id"":330,""name"":""Pure Lightstone""}]","[{""id"":217,""name"":""Dokkalfar Lord""}]",---,---,---,---,"[""Stunned""]",---,---,---,---,---,---,---,---,---,---
Fomor Katana,431,Katana of elite Fomorian rogues. It has a good chance of causing an opponent to bleed.,Weapon,4,true,false,weapons/katana.png,"[{""id"":3,""name"":""Thief""}]",弗摩爾武士刀,90,"[{""id"":266,""name"":""Mythril""}]","[{""id"":207,""name"":""Fomor""}]",---,---,---,---,"[""Bleeding""]",-10,---,---,---,20,---,---,---,---,---
Fomor Sword,432,A sturdy sword of an elite Fomorian warrior. One who wields it cannot have their attack power compromised.,Weapon,4,true,false,weapons/draco_sword.png,"[{""id"":1,""name"":""Warrior""}]",弗摩爾劍,90,"[{""id"":266,""name"":""Mythril""}]","[{""id"":207,""name"":""Fomor""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Crystalis,433,A ceremonial sword of enlightened royalty. It can protect one from having their stats lowered and is well-suited for adornment.,Weapon,7,true,false,weapons/crystalis.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",水晶劍,160,"[{""id"":266,""name"":""Mythril""},{""id"":268,""name"":""Perfect Runestone""},{""id"":273,""name"":""Runestone""}]","[{""id"":210,""name"":""Enlightened Prince""}]",---,---,---,100,---,---,---,---,---,---,---,---,---,---,"[""Att ↓"",""Mag ↓"",""Def ↓"",""Def ↓↓"",""T. Def ↓"",""Res ↓↓"",""Res ↓""]"
Bow of Typhon,434,"A superb bow forged by the remains of Typhon, the great ancient dragon.",Weapon,7,true,false,weapons/bow_of_typhon.png,"[{""id"":3,""name"":""Thief""}]",堤豐之弓,180,"[{""id"":272,""name"":""Red Draconite""}]","[{""id"":212,""name"":""Typhon""}]",---,---,---,-40,"[""Blight""]",---,---,Dragon,---,---,---,---,---,---,---
Staff of Typhon,435,"A superb staff forged by the remains of Typhon, the great ancient dragon.",Weapon,7,true,false,weapons/staff_of_typhon.png,"[{""id"":2,""name"":""Mage""}]",堤豐法杖,---,"[{""id"":272,""name"":""Red Draconite""}]","[{""id"":212,""name"":""Typhon""}]",---,---,---,180,"[""Blight""]",---,---,Dragon,---,---,---,---,---,---,---
Crystal Staff,436,A magical crystalline staff carried by the most enlightened travelers. It is well suited for adornment.,Weapon,7,false,false,weapons/crystal_staff.png,"[{""id"":2,""name"":""Mage""}]",水晶法杖,---,"[{""id"":273,""name"":""Runestone""}]","[{""id"":203,""name"":""Enlightened Mage""}]",---,---,---,156,---,---,---,---,---,---,---,---,15,---,---
High Draconian Leggings,437,Armor of a Draconian warrior.,Legs,6,false,false,armor/draco_pants.png,"[{""id"":1,""name"":""Warrior""}]",高等德肯尼亞族腿甲,---,"[{""id"":254,""name"":""Draconite""}]","[{""id"":198,""name"":""High Draconian""}]",---,---,---,---,---,128,---,---,---,---,---,---,---,---,---
Shadow Boots,438,Dark armor of elite Balor rogues.,Legs,7,true,false,armor/shadow_boots.png,"[{""id"":3,""name"":""Thief""}]",影子長靴,---,"[{""id"":407,""name"":""Balorite""}]","[{""id"":179,""name"":""Balor Elite""}]",---,---,---,---,---,156,---,---,---,20,---,---,40,---,---
Shadow Hood,439,Dark armor of elite Balor rogues.,Head,7,true,false,armor/shadow_hood.png,"[{""id"":3,""name"":""Thief""}]",影之兜帽,---,"[{""id"":407,""name"":""Balorite""}]","[{""id"":179,""name"":""Balor Elite""}]",---,---,---,---,---,156,---,---,---,20,---,---,40,---,---
Witch's Archistaff,440,"Old, decrepit, dark archistaff of a powerful witch. Slightly boosts experience earned.",Weapon,6,true,false,weapons/black_witch_staff.png,"[{""id"":2,""name"":""Mage""}]",女巫的權杖,---,"[{""id"":281,""name"":""Witchstone""}]","[{""id"":219,""name"":""Carman of the Underworld""}]",---,---,---,155,---,---,---,Dark,---,---,---,---,---,---,---
High Draconian Boots,441,Boots of a Draconian rogue.,Legs,6,false,false,armor/draco_boots.png,"[{""id"":3,""name"":""Thief""}]",高等德肯尼亞族長靴,---,"[{""id"":254,""name"":""Draconite""}]","[{""id"":121,""name"":""High Draconian Mystic""}]",---,---,---,---,---,90,---,---,---,15,---,---,15,---,---
Dalan's Robe,442,"Crimson robe of Dalan, the exalted High Elf.",Armor,3,false,false,armor/high_elf_robe.png,"[{""id"":2,""name"":""Mage""}]",達藍長袍,---,"[{""id"":262,""name"":""Hide""},{""id"":273,""name"":""Runestone""}]","[{""id"":276,""name"":""The Fool (2019)""}]",---,---,---,18,---,---,---,---,---,---,---,---,80,---,---
Horus's Robe,443,"Ivory robe of Horus, the winged protector of the skies.  What it lacks in defensive power is made up with dexterity.",Armor,7,false,false,armor/fomorian_robe.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",荷魯斯的法袍,---,"[{""id"":262,""name"":""Hide""},{""id"":275,""name"":""Silver""}]",---,---,---,---,---,---,72,---,---,---,55,---,---,72,---,---
Hermes' Coin Purse,444,"A bag for coins, carried by Hermes the merchant. Slightly raises gold earned.",Accessory,1,false,false,acc/money_bag.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",愛馬仕的錢包,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Cure-all,445,"A bitter green elixir that heals poison, bleeding, blight, frozen, burning, paralysis, sleep, blindness, or rot.",Other,3,false,false,useables/cure_all.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",百寶丹,---,---,---,"[""Bleeding"",""Paralyzed"",""Poisoned"",""Blight"",""Blind"",""Asleep"",""Rot""]","[{""id"":14,""name"":""A Cure for All""}]",---,---,---,---,---,---,---,---,---,---,---,---,---
Gauntlet Key,446,One can use this key to enter a Gauntlet.,Other,3,false,false,useables/gauntlet_key.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",地城鑰匙,---,---,"[{""id"":77,""name"":""Demon Knight""},{""id"":253,""name"":""Draugr Lord""},{""id"":33,""name"":""Great Mimic""},{""id"":188,""name"":""Twilight Knight""},{""id"":107,""name"":""Carman's Gargoyle""},{""id"":209,""name"":""Gargouille""},{""id"":420,""name"":""Age-Old Mimic""},{""id"":208,""name"":""Balor Worm""},{""id"":160,""name"":""Death Worm""},{""id"":308,""name"":""Griffin""},{""id"":444,""name"":""Hel""},{""id"":288,""name"":""Ingenious Cade""},{""id"":177,""name"":""Starlord""},{""id"":411,""name"":""Surtr""},{""id"":245,""name"":""Ancient Draugr Lord""},{""id"":116,""name"":""Carman""},{""id"":219,""name"":""Carman of the Underworld""},{""id"":413,""name"":""Fallen Merlin""},{""id"":362,""name"":""The Fool (2020)""},{""id"":430,""name"":""The Fool (2021)""},{""id"":178,""name"":""Titan""},{""id"":179,""name"":""Balor Elite""},{""id"":386,""name"":""Balor Gateway""},{""id"":210,""name"":""Enlightened Prince""},{""id"":373,""name"":""Hydra""},{""id"":273,""name"":""Naggeneen""},{""id"":120,""name"":""Tiamat""},{""id"":212,""name"":""Typhon""},{""id"":193,""name"":""Cockatrice""},{""id"":269,""name"":""Cthulhu""},{""id"":234,""name"":""Fallen King Arthus""},{""id"":275,""name"":""Kerberos""},{""id"":440,""name"":""Arisen Cade""},{""id"":346,""name"":""Arisen Fenrir""},{""id"":446,""name"":""Arisen Meliodas""},{""id"":312,""name"":""Arisen Merlin""},{""id"":337,""name"":""Arisen Naggeneen""},{""id"":348,""name"":""Ebon Scruug""},{""id"":432,""name"":""Ferocious Cerus""},{""id"":431,""name"":""Furious Cerus""},{""id"":367,""name"":""Kelpie""},{""id"":307,""name"":""Mighty Griffin""},{""id"":304,""name"":""Mighty Mimic""},{""id"":315,""name"":""Arisen Cthulhu""},{""id"":443,""name"":""Arisen Hel""},{""id"":428,""name"":""Arisen Kerberos""},{""id"":412,""name"":""Arisen Surtr""},{""id"":336,""name"":""King Gradlon""},{""id"":313,""name"":""Odin""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Affinity Candle,447,"When lit, this mysterious candle draws stronger enemies to you for a limited time.",Item,5,false,false,useables/affinity_candle.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",引怪蠟燭,---,---,"[{""id"":420,""name"":""Age-Old Mimic""},{""id"":362,""name"":""The Fool (2020)""},{""id"":430,""name"":""The Fool (2021)""},{""id"":142,""name"":""Fenrir""},{""id"":275,""name"":""Kerberos""},{""id"":279,""name"":""Apollyon""},{""id"":440,""name"":""Arisen Cade""},{""id"":346,""name"":""Arisen Fenrir""},{""id"":432,""name"":""Ferocious Cerus""},{""id"":431,""name"":""Furious Cerus""},{""id"":322,""name"":""Arisen Fafnir""},{""id"":428,""name"":""Arisen Kerberos""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Super Elixir,448,Recovers 2500 health points and 1000 mana.,Curative,6,false,false,useables/super_elixir.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",高級秘藥,---,---,"[{""id"":348,""name"":""Ebon Scruug""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Super Health Potion,449,Recovers 2500 health points.,Curative,6,false,false,useables/super_health_potion.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",高級生命藥水,---,---,"[{""id"":444,""name"":""Hel""},{""id"":347,""name"":""Scruug""},{""id"":411,""name"":""Surtr""},{""id"":348,""name"":""Ebon Scruug""},{""id"":443,""name"":""Arisen Hel""},{""id"":412,""name"":""Arisen Surtr""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Super Mana Potion,450,Recovers 2500 mana.,Curative,6,false,false,useables/super_mana_potion.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",高級魔力藥水,---,---,"[{""id"":347,""name"":""Scruug""},{""id"":348,""name"":""Ebon Scruug""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Shadow Katana,452,"A thin, pale blade granted to elite Balor warriors.",Weapon,7,true,false,weapons/shadow_katana.png,"[{""id"":3,""name"":""Thief""}]",影刀,188,"[{""id"":407,""name"":""Balorite""}]","[{""id"":179,""name"":""Balor Elite""}]",---,---,---,25,---,---,---,---,---,20,25,1,---,---,---
Jester's Outfit,453,Amusing outfit of a court jester. It increases gold earned.,Armor,4,false,true,armor/jester_outfit.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",小丑衣,---,"[{""id"":275,""name"":""Silver""}]",---,---,---,---,---,---,45,---,---,---,---,---,---,45,---,---
Berserk Mushroom,454,A mushroom of unknown origin. Eating it will cause one to enrage.,Other,4,false,true,useables/berserk_mushroom.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",狂暴蘑菇,---,---,"[{""id"":33,""name"":""Great Mimic""},{""id"":176,""name"":""Mimic King""},{""id"":420,""name"":""Age-Old Mimic""},{""id"":247,""name"":""Ancient Mimic""},{""id"":273,""name"":""Naggeneen""},{""id"":337,""name"":""Arisen Naggeneen""},{""id"":304,""name"":""Mighty Mimic""},{""id"":422,""name"":""The Mightiest Mimic""}]",---,---,"[""All ↑""]",---,---,---,---,---,---,---,---,---,---,---,---
Ra's Cane,455,"The trusty cane of Ra, the seer. Ra was obsessed with the senses of humans after losing much of his own. This staff increases your ability to see, while potentially binding your opponent.",Weapon,7,true,false,weapons/cane.png,"[{""id"":2,""name"":""Mage""}]",拉之手杖,24,"[{""id"":258,""name"":""Eyestone""}]","[{""id"":222,""name"":""Fallen Ra, the Seer""}]",---,---,---,155,"[""Blind""]",---,---,---,true,---,---,---,---,---,---
Arcane Wand,456,Arcane wand of Annwn court wizards. Arcane magic was found to be particularly effective against the forces of Balor.,Weapon,8,false,true,weapons/arcane_wand.png,"[{""id"":2,""name"":""Mage""}]",奧術棍棒,---,"[{""id"":273,""name"":""Runestone""},{""id"":275,""name"":""Silver""}]",---,---,---,---,178,---,---,---,Arcane,---,---,---,---,---,---,---
Basilisk Tooth,457,Thin sword forged of Baslisk remains. It has a chance to cause either poison or blight.,Weapon,6,true,false,weapons/katana.png,"[{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",巴西利斯克之牙,165,"[{""id"":274,""name"":""Scalestone""}]","[{""id"":274,""name"":""Giant Basilisk""},{""id"":252,""name"":""Giant Red Basilisk""}]",---,---,---,---,"[""Poisoned"",""Blight""]",---,---,---,---,---,---,2,---,---,---
Magic Defense Tonic,458,A sour tonic that raises your magic defense in battle.,Other,2,false,false,useables/magic_defense_tonic.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",魔防藥劑,---,---,"[{""id"":444,""name"":""Hel""},{""id"":411,""name"":""Surtr""},{""id"":362,""name"":""The Fool (2020)""},{""id"":430,""name"":""The Fool (2021)""},{""id"":275,""name"":""Kerberos""},{""id"":440,""name"":""Arisen Cade""},{""id"":348,""name"":""Ebon Scruug""},{""id"":443,""name"":""Arisen Hel""},{""id"":428,""name"":""Arisen Kerberos""},{""id"":412,""name"":""Arisen Surtr""}]",---,---,"[""Res ↑""]",---,---,---,---,---,---,---,---,---,---,---,---
Arisen Bonecrusher,459,"A terribly frightening axe, seemingly forged with the hardened bones of an undead. It has a great chance of stunning an opponent.",Weapon,8,true,false,weapons/bonecrusher.png,"[{""id"":1,""name"":""Warrior""}]",重生碎骨者,190,"[{""id"":278,""name"":""Undead Bone""}]","[{""id"":231,""name"":""Arisen Undead Golem""}]",---,---,---,---,"[""Stunned""]",---,---,---,---,---,---,---,---,---,---
